Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
FACIP,,Fabronia ciliaris (Brid.) Brid. var. polycarpa (Hook.) W.R. Buck,fabronia moss,Fabroniaceae
FACIP,FARA,Fabronia ravenelii Sull.,,
FACIW,,Fabronia ciliaris (Brid.) Brid. var. wrightii (Sull.) W.R. Buck,Wright's fabronia moss,Fabroniaceae
FACIW,FAWR,Fabronia wrightii Sull.,,
FACIW,FAWRI,Fabronia wrightii Sull. var. intermedia Grout,,
FADYE,,Fadyenia Hook.,dotted fern,Dryopteridaceae
FAES2,,Fagopyrum esculentum Moench,buckwheat,Polygonaceae
FAES2,FAFA,"Fagopyrum fagopyrum (L.) Karst., nom. inval.",,
FAES2,FASA,Fagopyrum sagittatum Gilib.,,
FAES2,FAVU2,Fagopyrum vulgare Hill,,
FAES2,POFA4,Polygonum fagopyrum L.,,
FAGON,,Fagonia L.,fagonbush,Zygophyllaceae
FAGOP2,,Fagopyrum Mill.,buckwheat,Polygonaceae
FAGR,,Fagus grandifolia Ehrh.,American beech,Fagaceae
FAGR,FAAM,Fagus americana Sweet,,
FAGR,FAFE,Fagus ferruginea Aiton,,
FAGR,FAGRC,Fagus grandifolia Ehrh. var. caroliniana (Loudon) Fernald & Rehder,,
FAGR,FAGRH,Fagus grandifolia Ehrh. ssp. heterophylla Camp,,
FAGRA,,Fagraea Thunb.,,Loganiaceae
FAGUS,,Fagus L.,beech,Fagaceae
FAHO,,Fadyenia hookeri (Sweet) Maxon,dotted fern,Dryopteridaceae
FAHY,,Farnoldia hypocrita (A. Massal.) Froberg,,Porpidiaceae
FAHY,LEHY6,Lecidea hypocrita A. Massal.,,
FAHY,LELI11,Lecidea lithospersa Zahlbr.,,
FAHY,LEYP,Lecidea ypocrita A. Massal.,,
FAIDH,,Faidherbia A. Chev.,acacia,Fabaceae
FAIM,,Fabiana imbricata Ruiz & Pav.,pichi pichi,Solanaceae
FAJA,,Fatsia japonica (Thunb.) Decne. & Planch.,paperplant,Araliaceae
FAJU,,Farnoldia jurana (Schaerer) Hertel,farnoldia lichen,Porpidiaceae
FAJU,LEAL32,Lecidea albosuffusa Th. Fr.,,
FAJU,LEJU3,Lecidea jurana Schaerer,,
FAJU,MEJU,Melanolecia jurana (Schaerer) Hertel,,
FAJU,TRJU2,Tremolecia jurana (Schaerer) Hertel,,
FALA,,Fagonia laevis Standl.,California fagonbush,Zygophyllaceae
FALA,FACAL,Fagonia californica Benth. ssp. laevis (Standl.) Wiggins,,
FALA,FACAL2,Fagonia californica Benth. var. laevis (Standl.) L.D. Benson,,
FALA,FACAL3,Fagonia californica Benth. var. longipes (Standl.) L.D. Benson,,
FALA,FALO,Fagonia longipes Standl.,,
FALCA,,Falcaria Fabr.,falcaria,Apiaceae
FALCA2,,Falcataria (I.C. Nielsen) Barneby & Grimes,peacocksplume,Fabaceae
FALE,,Fayodia leucophylla (A. Gillet) M.T. Lange,,Tricholomataceae
FALLU,,Fallugia Endl.,Apache plume,Rosaceae
FAMI,,Farnoldia micropsis (A. Massal.) Hertel,farnoldia lichen,Porpidiaceae
FAMI,LERH,Lecidea rhaetica Hepp ex Th. Fr.,,
FAMI,MEMI7,Melanolecia micropsis (A. Massal.) Hertel,,
FAMI,TRMI12,Tremolecia micropsis (A. Massal.) Hertel,,
FAMI,TRNI5,Tremolecia nivalis (Anzi) Hertel,,
FAMO,,Falcataria moluccana (Miq.) Barneby & Grimes,peacocksplume,Fabaceae
FAMO,ALFA5,Albizia falcataria (L.) Fosberg,,
FAMO,ALFA6,Albizia falcata auct.,,
FAMO,PAFA8,Paraserianthes falcataria (L.) I.C. Nielsen,,
FAOC,,Faramea occidentalis (L.) A. Rich.,false coffee,Rubiaceae
FAOC,IXOC,Ixora occidentalis L.,,
FAPA,,Fallugia paradoxa (D. Don) Endl. ex Torr.,Apache plume,Rosaceae
FAPA2,,Fagonia pachyacantha Rydb.,sticky fagonbush,Zygophyllaceae
FAPA2,FACAG,Fagonia californica Benth. var. glutinosa Vail,,
FAPO,,Faradaya powellii Seem. ex Powell,,Verbenaceae
FAPU,,Fabronia pusilla Raddi,fabronia moss,Fabroniaceae
FARAD,,Faradaya F. Muell.,,Verbenaceae
FARAM,,Faramea Aubl.,false coffee,Rubiaceae
FARE,,Facelis retusa (Lam.) Sch. Bip.,annual trampweed,Asteraceae
FARE,FAAP,Facelis apiculata Cass.,,
FARNO,,Farnoldia Hertel,farnoldia lichen,Porpidiaceae
FAST,,Fayodia striatula (Kuhner) Singer,fayodia lichen,Tricholomataceae
FASY,,Fagus sylvatica L.,European beech,Fagaceae
FASY,FASYA,Fagus sylvatica L. var. atropunicea Weston,,
FATA,,Fagopyrum tataricum (L.) Gaertn.,Tartary buckwheat,Polygonaceae
FATA,POTA3,Polygonum tataricum L.,,
FATOU,,Fatoua Gaudich.,fatoua,Moraceae
FATSI,,Fatsia Decne. & Planch.,fatsia,Araliaceae
FAVI,,Fatoua villosa (Thunb.) Nakai,hairy crabweed,Moraceae
FAVU,,Falcaria vulgaris Bernh.,sickleweed,Apiaceae
FAVU,FASI2,Falcaria sioides (Wibel) Asch.,,
FAYOD,,Fayodia Kuhner,fayodia lichen,Tricholomataceae
FEAI,,Festuca airoides Lam. [excluded],tufted fescue,Poaceae
FEAI,FEOVS,Festuca ovina L. var. supina (Schur) Hack.,,
FEAL,,Festuca altaica Trin.,Altai fescue,Poaceae
FEAL,FEALS,Festuca altaica Trin. ssp. scabrella (Torr. ex Hook.) HultÃ©n,,
FEAL,FEALS2,Festuca altaica Trin. var. scabrella (Torr. ex Hook.) Breitung,,
FEAL,FESC,Festuca scabrella Torr. ex Hook.,,
FEAL2,,Festuca altissima All.,,Poaceae
FEAL4,,"Festuca aloha CatalÃ¡n, Soreng, & P.M. Peterson",aloha fescue,Poaceae
FEAM2,,Felicia amoena (Sch. Bip.) Levyns,,Asteraceae
FEAM3,,Festuca amethystina L. [excluded],,Poaceae
FEAM4,,Festuca ampla Hack.,,Poaceae
FEAM6,,Felicia amelloides (L.) Voss,blue daisy,Asteraceae
FEAM6,ASRO9,Aster rotundifolius Thunb.,,
FEAR2,,Festuca arizonica Vasey,Arizona fescue,Poaceae
FEAR2,FEOVA4,Festuca ovina L. var. arizonica (Vasey) Hack. ex Veal,,
FEAR4,,"Festuca arvernensis Auquier, KerguÃ©len & Markgr.-Dannenb.",field fescue,Poaceae
FEAR4,FEGL,"Festuca glauca Lam., non Vill.",,
FEAR4,FEOVG,Festuca ovina L. var. glauca (Lam.) W.D.J. Koch,,
FEAS2,,Ferula assa-foetida L.,asafetida,Apiaceae
FEAS2,FEFO,Ferula foetida (Bunge) Regel,,
FEAU,,"Festuca auriculata Drobow, nom. inq.",eared fescue,Poaceae
FEAU3,,Fellhanera aurantiaca (Vezda) Vezda,fellhanera lichen,Pilocarpaceae
FEAU3,BAAU3,Bacidia aurantiaca Vezda,,
FEBA,,Festuca baffinensis Polunin,Baffin fescue,Poaceae
FEBE,,Festuca beckeri (Hack.) Trautv.,,Poaceae
FEBE,FEOVB7,Festuca ovina L. ssp. beckeri Hack.,,
FEBEP,,Festuca beckeri (Hack.) Trautv. ssp. polesica (Zapal.) Tzvelev,,Poaceae
FEBEP,FEPO2,Festuca polesica Zapal.,,
FEBO,,Fellhanera bouteillei (Desmaz.) Vezda,Bouteille's fellhanera lichen,Pilocarpaceae
FEBO,CABO16,Catillaria bouteillei (Desmaz.) Zahlbr.,,
FEBR,,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Poaceae
2-Feb,,Festuca brevissima Jurtzev,Alaska fescue,Poaceae
2-Feb,FEOVA,Festuca ovina L. ssp. alaskana Holmen,,
2-Feb,FEOVA3,Festuca ovina L. var. alaskana (Holmen) S.L. Welsh,,
5-Feb,,Fernaldia brachypharynx Woodson,fernaldia,Apocynaceae
FEBRB,,Festuca brachyphylla Schult. ex Schult. & Schult. f. ssp. brachyphylla,alpine fescue,Poaceae
FEBRB,3-Feb,"Festuca brevifolia R. Br., non Muhl.",,
FEBRB,FEBRB3,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. brachyphylla,,
FEBRB,FEBRG2,Festuca brevifolia R. Br. subvar. genuina St.-Yves,,
FEBRB,FEOVA2,Festuca ovina L. var. alpina (Gaudin) W.D.J. Koch,,
FEBRB,FEOVB2,Festuca ovina L. var. brevifolia S. Watson p.p.,,
FEBRB,FEOVB3,Festuca ovina L. var. borealis Lange,,
FEBRB,FEOVB4,Festuca ovina L. var. brachyphylla (Schult. ex Schult. & Schult. f.) Piper ex Hitchc.,,
FEBRB,FEOVB6,Festuca ovina L. ssp. brevifolia (S. Watson) Hack. p.p.,,
FEBRC,,Festuca brachyphylla Schult. ex Schult. & Schult. f. ssp. coloradensis Frederiksen,Colorado fescue,Poaceae
FEBRC,FEBRB2,Festuca brachyphylla Schult. ex Schult. & Schult. f. ssp. breviculmis Frederiksen,,
FEBRC,FEBRC2,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. coloradensis (Frederiksen) Dorn,,
FEBRC,FEOVB5,Festuca ovina L. var. brevifolia auct. p.p.,,
FEBU,,Festuca burnatii St.-Yves,,Poaceae
FECA,,Festuca californica Vasey,California fescue,Poaceae
FECA,FEHI,Festuca hitchcockianus Alexeev,,
FECA4,,Festuca campestris Rydb.,rough fescue,Poaceae
FECA4,FEALM,Festuca altaica Trin. var. major (Vasey) Gleason,,
FECA4,FESCM,Festuca scabrella Torr. ex Hook. var. major Vasey,,
FECA5,,Festuca caerulescens Desf.,,Poaceae
FECA6,,Festuca calligera (Piper) Rydb.,southwest fescue,Poaceae
FECO3,,Fevillea cordifolia L.,antidote caccoon,Cucurbitaceae
FECR2,,Festuca cretacea T.N. Popova & Proskor.,,Poaceae
FECY,,Ferocactus cylindraceus (Engelm.) Orcutt,California barrel cactus,Cactaceae
FECYC,,Ferocactus cylindraceus (Engelm.) Orcutt var. cylindraceus,California barrel cactus,Cactaceae
FECYC,ECAC3,Echinocactus acanthodes Lem.,,
FECYC,FEAC,Ferocactus acanthodes (Lem.) Britton & Rose,,
FECYL,,Ferocactus cylindraceus (Engelm.) Orcutt var. lecontei (Engelm.) H. Bravo,Leconte's barrel cactus,Cactaceae
FECYL,ECLE3,Echinocactus lecontei Engelm.,,
FECYL,FEACL,Ferocactus acanthodes (Lem.) Britton & Rose var. lecontei (Engelm.) Lindsay,,
FECYL,FECYL2,Ferocactus cylindraceus (Engelm.) Orcutt ssp. lecontei (Engelm.) N.P. Taylor,,
FECYL,FELE2,Ferocactus lecontei (Engelm.) Britton & Rose,,
FEDA,,Festuca dasyclada Hack. ex Beal,oil shale fescue,Poaceae
FEDA,ARDA4,Argillochloa dasyclada (Hack. ex Beal) W.A. Weber,,
FEDI2,,Festuca dimorpha Guss.,,Poaceae
FEDR2,,Festuca drymeja Mert. & W.D.J. Koch,,Poaceae
FEDR2,FEDR3,"Festuca drymeia Mert. & W.D.J. Koch, orth. var.",,
FEDR2,FEMO2,Festuca montana M. Bieb.,,
FEDU2,,Festuca durandoi Clauson,,Poaceae
FEDU2,FESPD,Festuca spadicea L. ssp. durandoi (Clauson) Jahand. & Maire,,
FEEA2,,Ferocactus eastwoodiae (L.D. Benson) L.D. Benson,California barrel cactus,Cactaceae
FEEA2,FEACE,Ferocactus acanthodes (Lem.) Britton & Rose var. eastwoodiae L.D. Benson,,
FEEA2,FECYE,Ferocactus cylindraceus (Engelm.) Orcutt var. eastwoodiae (L.D. Benson) N.P. Taylor,,
FEEA3,,Festuca earlei Rydb.,Earle's fescue,Poaceae
FEEA3,FEBRU,Festuca brevifolia R. Br. var. utahensis St.-Yves,,
FEED,,"Festuca edlundiae S. Aiken, Consaul & Lefkovitch",fescue,Poaceae
FEEL2,,Festuca elmeri Scribn. & Merr.,coast fescue,Poaceae
FEEL2,FEELC,Festuca elmeri Scribn. & Merr. var. conferta (Hack. ex Beal) Hitchc.,,
FEEL2,FEELL,Festuca elmeri Scribn. & Merr. ssp. luxurians Piper,,
FEEL3,,Festuca elegans Boiss.,,Poaceae
FEEM,,Ferocactus emoryi (Engelm.) Orcutt,Emory's barrel cactus,Cactaceae
FEEM,FECO2,Ferocactus covillei Britton & Rose,,
FEES,,Festuca eskia Ramond ex DC.,,Poaceae
FEEX,,Festuca extremiorientalis Ohwi,,Poaceae
FEFI,,Festuca filiformis Pourr.,fineleaf sheep fescue,Poaceae
FEFI,FECA3,Festuca capillata Lam.,,
FEFI,FEOVC,Festuca ovina L. var. capillata (Lam.) Alef.,,
FEFI,FEOVT,Festuca ovina L. var. tenuifolia (Sibth.) Sm.,,
FEFI,FEOVT2,Festuca ovina L. ssp. tenuifolia (Sibth.) Peterm.,,
FEFI,FETE,Festuca tenuifolia Sibth.,,
FEFL2,,Fellhanera floridana (Tuck.) S. Ekman,,Pilocarpaceae
FEFL2,BAFL4,Bacidia floridana (Tuck.) Zahlbr.,,
FEFR2,,Ã—Festulolium fredericii Cugnac & A. Camus,Frederick's festulolium,Poaceae
FEFR3,,Felicia fruticosa (L.) G. Nicholson,,Asteraceae
FEFR3,ASFR9,Aster fruticosus L.,,
FEGR2,,Festuca groenlandica (Schol.) Fred.,Greenland fescue,Poaceae
FEGR2,FEBRG,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. groenlandica Schol.,,
FEGU,,Ferula gummosa Boiss.,galbanum,Apiaceae
FEGU,FEGA,Ferula galbaniflua Boiss. & Buhse,,
FEHA,,Festuca hawaiiensis Hitchc.,Hawai'i fescue,Poaceae
FEHA2,,Ferocactus hamatacanthus (Muehlenpf.) Britton & Rose,turk's head,Cactaceae
FEHA3,,Festuca hallii (Vasey) Piper,plains rough fescue,Poaceae
FEHA3,FEALH,Festuca altaica Trin. ssp. hallii (Vasey) V.L. Harms,,
FEHA3,FEALH3,Festuca altaica Trin. subvar. hallii (Vasey) St.-Yves,,
FEHA3,FESCH,Festuca scabrella Torr. ex Hook. ssp. hallii (Vasey) W.A. Weber,,
FEHA3,MEHA5,Melica hallii Vasey,,
FEHAH,,Ferocactus hamatacanthus (Muehlenpf.) Britton & Rose var. hamatacanthus,turk's head,Cactaceae
FEHAH,ECHA2,Echinocactus hamatacanthus Muehlenpf.,,
FEHAS,,Ferocactus hamatacanthus (Muehlenpf.) Britton & Rose var. sinuatus (A. Dietr.) L.D. Benson,Turk's head,Cactaceae
FEHAS,ECSI2,Echinocactus sinuatus A. Dietr.,,
FEHAS,FEHAS2,Ferocactus hamatacanthus (Muehlenpf.) Britton & Rose ssp. sinuatus (A. Dietr.) N.P. Taylor,,
FEHE,,Festuca heterophylla Lam.,variousleaf fescue,Poaceae
FEHE,FERUH,Festuca rubra L. var. heterophylla (Lam.) Mutel,,
FEHE2,,Festuca heteromalla Pourr.,varioushair fescue,Poaceae
FEHE2,FEDI,Festuca diffusa Dumort.,,
FEHE2,FEDIM,Festuca diffusa Dumort. var. multiflora (Hoffm.) Asch. & Graebn.,,
FEHE2,FEFA,Festuca fallax Thuill.,,
FEHE2,FEMU,Festuca multiflora Hoffm.,,
FEHE2,FERUB2,Festuca rubra L. ssp. bartherei (Timb.-Lagr.) P. Fourn.,,
FEHE2,FERUG,Festuca rubra L. var. grandiflora Hack.,,
FEHE2,FERUM,Festuca rubra L. var. multiflora (Hoffm.) Asch. & Graebn.,,
FEHE2,FERUM6,Festuca rubra L. ssp. megastachys Gaudin,,
FEHE2,FERUM7,Festuca rubra L. var. megastachys (Gaudin) Hegi,,
FEHE3,,Festuca hervieri Patzke,,Poaceae
FEHE3,FEOVG2,Festuca ovina L. var. gallica (Hack.) St.-Yves ex Litard.,,
FEHY,,Festuca hyperborea Holmen ex Frederiksen,boreal fescue,Poaceae
FEID,,Festuca idahoensis Elmer,Idaho fescue,Poaceae
FEIDI2,,Festuca idahoensis Elmer ssp. idahoensis,Idaho fescue,Poaceae
FEIDI2,FEIDO,Festuca idahoensis Elmer var. oregona (Hack. ex Beal) C.L. Hitchc.,,
FEIDI2,FEIN,Festuca ingrata (Hack. ex Beal) Rydb.,,
FEIDI2,FEOCI,Festuca occidentalis Hook. var. ingrata (Hack. ex Beal) B. Boivin,,
FEIDI2,FEOCO2,Festuca occidentalis Hook. var. oregona (Hack.) B. Boivin,,
FEIDI2,FEOVC2,Festuca ovina L. var. columbiana Beal,,
FEIDI2,FEOVI,Festuca ovina L. var. ingrata Hack. ex Beal,,
FEIDI2,FEOVO,Festuca ovina L. var. oregona Hack. ex Beal,,
FEIDR2,,Festuca idahoensis Elmer ssp. roemeri (Pavlick) S. Aiken,Roemer's fescue,Poaceae
FEIDR2,FEIDR,Festuca idahoensis Elmer var. roemeri Pavlick,,
FEIDR2,FERO,Festuca roemeri (Pavlick) Alexeev,,
FEIDR2,FERO,Festuca roemeri (Pavlick) Alexeev,,
FEIJO,,Feijoa O. Berg,feijoa,Myrtaceae
FEKA,,Festuca kashmiriana Stapf [excluded],dog fescue,Poaceae
FEKI3,,Festuca kitaibeliana Schult. [excluded],,Poaceae
FELE,,Festuca lenensis Drobow,tundra fescue,Poaceae
FELI,,Festuca ligulata Swallen,Guadalupe fescue,Poaceae
FELIC,,Felicia Cass.,,Asteraceae
FELLH,,Fellhanera Vezda,fellhanera lichen,Pilocarpaceae
FEMA2,,Festuca mairei St.-Yves,,Poaceae
FEMI3,,Festuca minutiflora Rydb.,smallflower fescue,Poaceae
FEMI3,FEBRE,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. endotera (St.-Yves) Litard.,,
FEMI3,FEOVM,Festuca ovina L. var. minutiflora (Rydb.) J.T. Howell,,
FEMO,,"Festuca molokaiensis Soreng, P.M. Peterson, & CatalÃ¡n",Moloka'i fescue,Poaceae
FENA,,Ferula narthex Boiss.,ferula,Apiaceae
FENDL,,Fendlera Engelm. & A. Gray,fendlerbush,Hydrangeaceae
FENDL2,,Fendlerella (Greene) A. Heller,fendlerbush,Hydrangeaceae
FENO,,Festuca novae-zelandiae (Hack.) Cockayne,,Poaceae
FENO,FEOVN2,Festuca ovina L. ssp. novae-zelandiae Hack.,,
FEOC,,Festuca occidentalis Hook.,western fescue,Poaceae
FEOC,FEOVP,Festuca ovina L. var. polyphylla Vasey ex Beal,,
FEOV,,Festuca ovina L.,sheep fescue,Poaceae
FEPA2,,Festuca paradoxa Desv.,clustered fescue,Poaceae
FEPA2,FENU,Festuca nutans Biehler,,
FEPA2,FESH,Festuca shortii Kunth ex Alph. Wood,,
FEPA3,,Fernaldia pandurata (A. DC.) Woodson,loroco,Apocynaceae
FEPA4,,Festuca pallens Host,,Poaceae
FEPA5,,Festuca pallescens (St.-Yves) Parodi,,Poaceae
FEPA6,,Festuca parishii (Piper) Hitchc.,Parish's California fescue,Poaceae
FEPA6,FECAP,Festuca californica Vasey var. parishii (Piper) Hitchc.,,
FEPI,,Festuca picturata Pils,,Poaceae
FEPI,FEVIP,Festuca violacea Schleich. ex Gaudin ssp. picta (Kit. ex Schult.) Brand,,
FEPO3,,Festuca porcii Hack.,,Poaceae
FEPS2,,Festuca psammophila (Hack. ex Celak.) Fritsch,,Poaceae
FEPS3,,Festuca pseudodalmatica Krajina ex Domin,,Poaceae
FEPS4,,Festuca pseudovina Hack. ex Wiesb.,pseudovina,Poaceae
FEPS5,,Festuca pseudovivipara (Pavlick) Pavlick,fescue,Poaceae
FERI2,,Fendlera rigida I.M. Johnst.,stiff fendlerbush,Hydrangeaceae
FERI2,FELI2,Fendlera linearis auct. non Rehder,,
FERI4,,Festuca rivularis Boiss.,,Poaceae
FERI4,FERUR4,Festuca rubra L. var. rivularis (Boiss.) Hack.,,
FERI5,,Festuca rigescens (J. Presl) Kunth [excluded],,Poaceae
FERNA,,Fernaldia Woodson,fernaldia,Apocynaceae
FEROC,,Ferocactus Britton & Rose,barrel cactus,Cactaceae
FERU,,Fendlera rupicola A. Gray,cliff fendlerbush,Hydrangeaceae
FERU,FERUF,Fendlera rupicola A. Gray var. falcata (Thornb.) Rehder,,
FERU2,,Festuca rubra L.,red fescue,Poaceae
FERU3,,Festuca rupicaprina (Hack.) A. Kern.,,Poaceae
FERU4,,Festuca rupicola Heuff.,,Poaceae
FERU4,FESU6,Festuca sulcata (Hack.) Beck,,
FERUA,,Festuca rubra L. ssp. aucta (Krecz. & Bobr.) HultÃ©n,red fescue,Poaceae
FERUA,FEAU2,Festuca aucta Krecz. & Bobr.,,
FERUA6,,Festuca rubra L. ssp. arctica (Hack.) Govor.,Richardson's fescue,Poaceae
FERUA6,FERI3,Festuca richardsonii Hook.,,
FERUA6,FERIC,Festuca richardsonii Hook. ssp. cryophila (Krecz. & Bobr.) Ã. LÃ¶ve & D. LÃ¶ve,,
FERUA6,FERUC2,Festuca rubra L. ssp. cryophila (Krecz. & Bobr.) HultÃ©n,,
FERUA6,FERUM2,Festuca rubra L. var. mutica Hartm.,,
FERUA6,FERUR3,Festuca rubra L. ssp. richardsonii (Hook.) HultÃ©n,,
FERUF3,,Festuca rubra L. ssp. fallax (Thuill.) Nyman,Chewing's fescue,Poaceae
FERUF3,FENI,Festuca nigrescens Lam.,,
FERUF3,FERUC3,Festuca rubra L. ssp. commutata Gaudin,,
FERUF3,FERUC4,Festuca rubra L. var. commutata Gaudin,,
FERUF3,FERUF2,"Festuca rubra L. ssp. falax (Thuill.) Nyman, database artifact",,
FERUL3,,Ferula L.,ferula,Apiaceae
FERUM8,,Festuca rubra L. ssp. mediana (Pavlick) Pavlick,red fescue,Poaceae
FERUM8,FERUL4,Festuca rubra L. var. littoralis Vasey ex Beal,,
FERUM8,FERUM9,Festuca rubra L. var. mediana Pavlick,,
FERUP3,,Festuca rubra L. ssp. rubra var. planifolia Hack.,,Poaceae
FERUP5,,Festuca rubra L. ssp. pruinosa (Hack.) Piper,red fescue,Poaceae
FERUP5,FEDE5,Festuca densiuscula (Hack. ex Piper) Alexeev,,
FERUP5,FERUD2,Festuca rubra L. ssp. densiuscula Hack. ex Piper,,
FERUP5,FERUP4,Festuca rubra L. var. pruinosa Hack.,,
FERUR2,,Festuca rubra L. ssp. rubra,red fescue,Poaceae
FERUR2,FEPR2,Festuca prolifera (Piper) Fernald,,
FERUR2,FEPRL,Festuca prolifera (Piper) Fernald var. lasiolepis Fernald,,
FERUR2,FERUA2,Festuca rubra L. ssp. arctica auct. non (Hack.) Govor.,,
FERUR2,FERUJ,Festuca rubra L. var. juncea (Hack.) K. Richt.,,
FERUR2,FERUJ2,Festuca rubra L. ssp. juncea (Hack.) SoÃ³,,
FERUR2,FERUP,Festuca rubra L. var. prolifera (Piper) Piper,,
FERUR2,FERUV2,Festuca rubra L. ssp. vulgaris (Gaudin) Hayek,,
FERUS,,Festuca rubra L. ssp. secunda (J. Presl) Pavlick,red fescue,Poaceae
FERUS,BRSE4,Bromus secundus J. Presl,,
FERUV,,Festuca rubra L. ssp. vallicola (Rydb.) Pavlick,red fescue,Poaceae
FERUV,FEVA,Festuca vallicola Rydb.,,
FESA,,Festuca saximontana Rydb.,Rocky Mountain fescue,Poaceae
FESAP,,Festuca saximontana Rydb. var. purpusiana (St.-Yves) Frederiksen & Pavlick,Rocky Mountain fescue,Poaceae
FESAP,FEOVP2,Festuca ovina L. var. purpusiana St.-Yves,,
FESAS,,Festuca saximontana Rydb. var. saximontana,Rocky Mountain fescue,Poaceae
FESAS,FEBRR,Festuca brachyphylla Schult. ex Schult. & Schult. f. var. rydbergii (St.-Yves) Cronquist,,
FESAS,FEOVR,Festuca ovina L. var. rydbergii St.-Yves,,
FESAS,FEOVS2,Festuca ovina L. var. saximontana (Rydb.) Gleason,,
FESAS,FESAR2,Festuca saximontana Rydb. var. robertsiana Pavlick,,
FESC4,,Festuca scabra Vahl,munnik fescue,Poaceae
FESC5,,Festuca scabriuscula Phil.,,Poaceae
FESC6,,Festuca sclerophylla Boiss. ex Bisch.,,Poaceae
FESE2,,Feijoa sellowiana (O. Berg) O. Berg,feijoa,Myrtaceae
FESO,,Festuca sororia Piper,ravine fescue,Poaceae
FESP,,Festuca spectabilis Jan,,Poaceae
FEST,,Festuca stricta Host,,Poaceae
FESTU,,Festuca L.,fescue,Poaceae
FESTU2,,Ã—Festulolium Asch. & Graebn.,festulolium,Poaceae
FESU,,Festuca subulata Trin.,bearded fescue,Poaceae
FESU2,,Festuca subuliflora Scribn.,crinkleawn fescue,Poaceae
FESU3,,Festuca subverticillata (Pers.) Alexeev,nodding fescue,Poaceae
FESU3,FEOB,Festuca obtusa Biehler,,
FESU7,,Fellhanera subtilis (Vezda) Diederich & Serusiaux,,Pilocarpaceae
FETA,,Festuca tatrae (Czako) Degen,,Poaceae
FETH,,Festuca thurberi Vasey,Thurber's fescue,Poaceae
FEUL,,Felicia uliginosa (J.M. Wood & M.S. Evans) Grau,,Asteraceae
FEUL,ASUL2,Aster uliginosus J.M. Wood & M.S. Evans,,
FEUT,,Fendlerella utahensis (S. Watson) A. Heller,Utah fendlerbush,Hydrangeaceae
FEUTC,,Fendlerella utahensis (S. Watson) A. Heller var. cymosa (Greene ex Wooton & Standl.) Kearney & Peebles,Utah fendlerbush,Hydrangeaceae
FEUTU,,Fendlerella utahensis (S. Watson) A. Heller var. utahensis,Utah fendlerbush,Hydrangeaceae
FEVA2,,Festuca valesiaca Schleich. ex Gaudin,Volga fescue,Poaceae
FEVA2,FEMA3,Festuca mariettana Alexeev,,
FEVAS,,Festuca valesiaca Schleich. ex Gaudin ssp. saxatilis (Schur) E.B. Alexeev,,Poaceae
FEVAS,FESA2 ,Festuca saxatilis Schur,,
FEVAV,,Festuca valesiaca Schleich. ex Gaudin ssp. valesiaca,Volga fescue,Poaceae
FEVAV,FESUV,Festuca sulcata (Hack.) Beck var. valesiaca (Schleich. ex Gaudin) Domin,,
FEVE,,Festuca versuta Beal,Texas fescue,Poaceae
FEVI,,Festuca viridula Vasey,greenleaf fescue,Poaceae
FEVI,FEHO,Festuca howellii Hack. ex Beal,,
FEVI2,,Ferocactus viridescens (Torr. & A. Gray) Britton & Rose,San Diego barrelcactus,Cactaceae
FEVI2,ECVI,Echinocactus viridescens Torr. & A. Gray,,
FEVI4,,Festuca viviparoidea Krajina ex Pavlick,northern fescue,Poaceae
FEVI6,,Festuca violacea Schleich. ex Gaudin,,Poaceae
FEVI7,,Festuca Ã—villosa-vivipara (Rosenv.) E.B. Alexeev,fescue,Poaceae
FEVIK2,,Festuca viviparoidea Krajina ex Pavlick ssp. krajinae Frederiksen,northern fescue,Poaceae
FEVIL,,Fevillea L.,fevillea,Cucurbitaceae
FEVIV5,,Festuca viviparoidea Krajina ex Pavlick ssp. viviparoidea,northern fescue,Poaceae
FEVIV5,FEOVV2,Festuca ovina L. var. vivipara L.,,
FEVIV5,FESU4,Festuca supina auct. non Schur,,
FEVIV5,FEVI5,Festuca vivipara auct. non (L.) Sm.,,
FEVIV5,FEVIG,Festuca vivipara (L.) Sm. ssp. glabra Frederiksen,,
FEVIV5,FEVIV4,Festuca vivipara (L.) Sm. ssp. vivipara,,
FEWA,,Festuca washingtonica Alexeev,Washington fescue,Poaceae
FEWI,,Ferocactus wislizeni (Engelm.) Britton & Rose,candy barrelcactus,Cactaceae
FEWI,ECWI2,Echinocactus wislizeni Engelm.,,
FEWR,,Fendlera wrightii (A. Gray) A. Heller,Wright's fendlerbush,Hydrangeaceae
FEWR,FERUW,Fendlera rupicola A. Gray var. wrightii A. Gray,,
FEXA2,,Festuca xanthina Roem. & Schult.,,Poaceae
FIAD70,,Fissidens adianthoides Hedw.,fissidens moss,Fissidentaceae
FIAD70,FIADI,Fissidens adianthoides Hedw. var. immarginatus Lindb. ex Lesq. & James,,
FIAE,,Fimbristylis aestivalis (Retz.) Vahl,summer fimbry,Cyperaceae
FIAE,SCAE,Scirpus aestivalis Retz.,,
